Group,1: Frequency Test,2: Block Frequency Test,3: Run Test,4: Longest Run of Ones Test,5: Binary Matrix Rank Test,6: Spectral Test,7: Non-overlapping Template Test,8: Overlapping Template Test,9: Universal Statistical Test,10: Linear Complexity Test,11: Serial Test,12: Approximate Entropy Test,13: Cumulative Sums Test,14: Random Excursions Test,15: Random Excursions Variant Test
50,0.8025873486341526,0.4576764605918712,1.7385837353884677e-05,0.4533432489891823,0.609144268556398,0.8832693070563951,0.37859185786094135,0.40388814878648,0.33564848272764713,0.3157056532548469,"(0.6647245336185006, True)",0.7145354583352889,"(0.7930829710936761, True)",0.21028065324727846,0.4331366080329713
51,0.651268982440641,0.9677519549548654,0.001044695057880064,0.09635476765000016,0.08535778346540952,0.44080363263524136,0.10494806312025982,0.045600435355632046,0.3418971057804917,0.2517511893330659,"(0.643632408344169, True)",0.7563729446375933,"(0.9623200618471224, True)",0.35586082654230144,0.36133471583455135
52,0.4977716932160977,0.45494671149152627,0.017291001647067428,0.6174127027585081,0.11682743548065971,0.7411289766178751,0.45258707406871657,0.3780924002458529,0.9284813373779548,0.6700784236876537,"(0.9002945463446863, True)",0.8313181656673461,"(0.8039800130489327, True)",0.6755118862876878,0.44548695046336906
53,0.2992700550864056,0.8368219468949726,0.00031205518960213455,0.99228081982343,0.2157733328091028,0.6073280296869387,0.04969251572442388,0.05271269646889228,0.02695531970725935,0.6955811258225209,"(0.6065080283187771, True)",0.3734303659804253,"(0.2032591268711607, True)",0.5834942931246637,0.3434504905498498
54,0.6950582138022077,0.05322213561646119,0.007718220311100755,0.29944402368454903,0.9844632153716151,0.5386642428989199,0.8931896299767107,0.6282473885558515,0.5649554128254066,0.35186437077262284,"(0.3457020092065864, True)",0.7016257440727891,"(0.3966574863173249, True)",0.5107297906866792,0.6102230766349488
55,0.6803394232299226,0.9346077425890379,0.0014516958640128114,0.31583268850788715,0.06000213177397519,0.9487819898568091,0.32308540623303483,0.07998901385186397,0.20709981960642931,0.8017326286666178,"(0.8608431453768765, True)",0.6418228231562125,"(0.5648404140806392, True)",0.5686611072244854,0.3842640228126988
56,0.9856388534116516,0.9707442851349818,0.002629728567692978,0.8092436331056005,0.337095156850474,0.44080363263524136,0.3519226878556547,0.25393880994208096,0.70624515742521,0.7646865269018482,"(0.5475787891201176, True)",0.2751257950286177,"(0.763575502195142, True)",0.5366225152221498,0.6514168342920789
57,0.08988588006267982,0.2812674668774352,1.1908700097999013e-07,0.16129751901804376,0.5536675948494703,0.028959471563851282,0.5490767414271305,0.8723885014194206,0.32604489198298914,0.6482753561378596,"(0.44563352574458404, True)",0.1173291266095527,"(0.03095575456184956, True)",0.5478104010794531,0.5822408815233255
58,0.874456798715483,0.36688504177961606,0.02752258462245042,0.525938140409808,0.31267078610132476,0.9268837248802233,0.7854867833884029,0.6378088139102788,0.6015990950805383,0.20196294779667412,"(0.587658650036611, True)",0.4556593228272937,"(0.9491172999628954, True)",0.5874001160740648,0.5483406108666867
59,0.880764615259515,0.495933072836883,0.0318711797774957,0.9775920008350156,0.9423350483588164,0.7690237298394799,0.7157077543807535,0.15048948923682473,0.930603333384233,0.24814547100136752,"(0.5426034961412107, True)",0.4894202392386656,"(0.9469764604021647, True)",0.5484067812445166,0.7211075107271258
60,0.6483899782154486,0.9870988410598174,2.3793009177649416e-06,0.3392409718462612,0.3510621647356345,0.44080363263524136,0.0997907060257583,0.6221857817435618,0.8922834643879697,0.9447564624134739,"(0.14375389027517765, True)",0.06950654892295217,"(0.6319689492506753, True)",0.42788805893361714,0.5611277526970634
61,0.902899018270974,0.8533623842975012,0.011276392981190734,0.18157163664121925,0.4565912513826671,0.11660050107660286,0.1621652896756334,0.5417360154776224,0.7621663975250712,0.3864255417350076,"(0.782997978279656, True)",0.9293905852840235,"(0.8306614364889051, True)",0.5394413344521503,0.5747729308728643
62,0.9378280529939508,0.1413065117288609,2.223117166956482e-06,0.09960339635544524,0.7310731210007649,0.5693893799496703,0.18283691839986357,0.7932654066641769,0.40131816921421637,0.3010055115627531,"(0.2757188838946955, True)",0.8275939749742531,"(0.9990138898905214, True)",0.3016663755937787,0.37157769647351685
63,0.5458436421715613,0.27626396461149405,0.002609331290352148,0.914674126198342,0.8221620277875157,0.8688028353193417,0.6479823948766186,0.07085053558070628,0.018993962341063375,0.4992417888387385,"(0.8487499433626697, True)",0.40874269077251085,"(0.4704972264792415, True)",0.7861593347465929,0.6155505365846783
64,0.8446101659967438,0.050439180740244685,5.414820799109574e-06,0.4253592610555684,0.1978059685382553,0.05870640159069657,0.849208463724445,0.024414639730267137,0.8873881975550914,0.7706060768717676,"(0.7234115310879325, True)",0.013782072438946686,"(0.5727087984361616, True)",0.5013265957172852,0.5269223619256503
65,0.05485789940767367,0.6279877215072562,0.0003519727457738252,0.6641667009442023,0.6514483584722672,0.7273055978804988,0.20284287475565377,0.009793192524846879,0.0788697172981874,0.45996376852971976,"(0.14128770238307425, True)",0.9416212090174878,"(0.0759730685798421, True)",0.5829806031284284,0.699135836426008
66,0.24442401177211326,0.9615492102659476,5.786300963779738e-05,0.31509069864717526,0.4890351562503162,0.3883556927182572,0.048752671412335497,0.5160480497709117,0.41787942611761864,0.32522718269380513,"(0.23730184040353813, True)",0.19423542925179335,"(0.27454169641677817, True)",0.7975657527642341,0.6401489735739762
67,0.8087801632295997,0.24677222441041458,0.023447789670864992,0.035124351489333905,0.6961517596634874,0.5882173449740006,0.14245507565056417,0.6191699409954043,0.6661833022412089,0.6589495789430775,"(0.6419097987215447, True)",0.07473092495684487,"(0.651308049463604, True)",0.6298401020134865,0.3796722280335455
68,0.984043372566196,0.8494085913555701,0.02522102898328381,0.05489917814276744,0.1953684728779488,0.15227145094987113,0.9298194673547446,0.7146680306284299,0.07490350553615738,0.4883737433400549,"(0.08732174933116511, True)",0.14906123401904223,"(0.5779851234119422, True)",0.44820682122453354,0.27053060510459875
69,0.7143650755716775,0.6030902746681779,0.4495688244001147,0.18204699503856014,0.3551135105477093,0.20537891034612765,0.4714225579796536,0.5979110674755949,0.9409156632156748,0.04526740066673338,"(0.7038453935715765, True)",0.5939977154512007,"(0.460412078312844, True)",0.5086069108958128,0.6935580661905844
70,0.11970809236756844,0.6873073456145176,0.0003104387108260848,0.22434890613057284,0.6373042377411575,0.9268837248802233,0.013799143284756978,0.2526124216803386,0.0665212721564668,0.3233468982420116,"(0.511011863712544, True)",0.44090201239721055,"(0.026498380396238596, True)",0.37255870731713575,0.41565111604972405
71,0.06065527989546196,0.11118107224920741,0.0012573933734686042,0.45246180005579406,0.1764933805413908,0.600927021417659,0.18929872428746314,0.7764401096967707,0.04590992621867091,0.9343000548788524,"(0.34796553853950934, True)",0.25258901865104433,"(0.11460400168744925, True)",0.5854066300514051,0.6124058153173549
72,0.2695931376897025,0.731720260348776,0.006121110532964784,0.22066873993484395,0.36585369546709373,0.4088627256860471,0.2515327185940704,0.2187531067743967,0.08111693326148933,0.8527883431383164,"(0.49191505942774044, True)",0.6827911555844478,"(0.5205336011138281, True)",0.5525188192461861,0.41735592102720864
73,0.2584762244800358,0.18989347479568255,0.2265558894092935,0.9719495698049299,0.21730986054621326,0.4140884519482039,0.2970691960150242,0.1900789093073861,0.7674622302754441,0.778189370918515,"(0.5653849007238287, True)",0.6887827801309058,"(0.24662600737603715, True)",0.6647876389089377,0.6019974204560579
74,0.6774100032156939,0.6980758157578868,0.026002566195036957,0.7706425862747339,0.02733637881889981,0.5693893799496703,0.9738891158079768,0.5680908243672835,0.5437007281845252,0.21629233278196305,"(0.6956311108357084, True)",0.4118464258751012,"(0.585057450162345, True)",0.7496234571244378,0.545240308340865
75,0.6759471172254863,0.829101818894953,0.0005643875516255926,0.15758349990188913,0.907914118010263,0.18331695672870918,0.563531846711583,0.15888647000280243,0.2635212582279155,0.4098806381076706,"(0.538028728483195, True)",0.6536598869476417,"(0.5544377964413925, True)",0.3145739012583828,0.20550667015785196
76,0.9060676578833156,0.8113915559742474,0.06665192349743897,0.7403089198406771,0.5469244880533494,0.7972207513374515,0.6294792800055984,0.8415700444937232,0.01762644957349391,0.32145123641137446,"(0.36233020449019254, True)",0.7316700866610002,"(0.8836945842947601, True)",0.41753320820289774,0.4444787368152616
77,0.9426019078527368,0.3819549893794035,0.005047209127998833,0.05915781284079049,0.051153033505924525,0.39342281444373073,0.17785336248679784,0.508090750066237,0.4132605738421079,0.6634702706283493,"(0.03635266618063315, True)",0.21460671089890695,"(0.9817747316437391, True)",0.594464698608236,0.5539656167769725
78,0.6142613769831822,0.22549454318535336,0.050907995130345406,0.6148613216154382,0.2778504768255043,0.4798148028041245,0.2564992157921347,0.9800083362380432,0.42289128957663,0.17470642866530475,"(0.6883170127157587, True)",0.5885299678017181,"(0.7830047251670809, True)",0.6450877546629762,0.6706947217753081
79,0.9569351642432204,0.11236977712408797,0.016848238708802424,0.5217937064641398,0.9348816404131801,0.4912971242158931,0.4550262088597441,0.6731981935378929,0.20206491906431823,0.7798727707615191,"(0.30777144687930813, True)",0.7951452913710317,"(0.5415817399162757, True)",0.7297528485389208,0.6437313828652105
80,0.14374120987234784,0.8798290305175802,0.5091647263327358,0.2731281031410612,0.8353279599551311,0.3127688264886521,0.18821838886784856,0.42800447881205594,0.38367328291437863,0.4798416419078875,"(0.1594088756614127, True)",0.14104463356767993,"(0.2575146140683906, True)",0.5819738858691922,0.6237543887803964
81,0.4076704998947891,0.8125028558414763,0.14575604912979445,0.4011852353634135,0.9097497754905014,0.33069113431456476,0.08073399789773401,0.881252363023212,0.9139015374323551,0.7084870982830161,"(0.1799303778991819, True)",0.21565560475262807,"(0.1472294709959221, True)",0.546374645197033,0.614812687733873
82,0.3144155700625644,0.9992601971235732,0.0003583250254335476,0.5344293189876881,0.7981718399944159,0.26290609224510875,0.10647403771638106,0.5186011467846163,0.8672782983110442,0.08739915237757324,"(0.5837634733792955, True)",0.851487187026411,"(0.40014425355431593, True)",0.46307638125813566,0.5269315573335934
83,0.6426477456313853,0.21244138644966498,0.3047900088467874,0.8065113066308177,0.7310731210007649,0.776045999287139,0.10296597818934923,0.9212996130073137,0.3196856268222943,0.7852922441136797,"(0.24189650335513588, True)",0.8698840711811822,"(0.6301375450086979, True)",0.38705536236432736,0.5176857419743611
84,0.7718162376022454,0.7976459849975145,0.0010159057385345919,0.030117345907888088,0.5490752582343951,0.0735435438713434,0.8659041841414972,0.48625081171028794,0.506805784260272,0.08486349832360901,"(0.42970841863839027, True)",0.018098495153197145,"(0.6374745181062846, True)",0.423417538627467,0.4101855902236291
85,0.5326275850684048,0.9375735004576824,0.25246200747235703,0.04184159002434886,0.5471050296018277,0.6267109845125931,0.26943004342793975,0.5586917767023476,0.4912031536042244,0.7262387714434866,"(0.8479035670249281, True)",0.707817075615142,"(0.546704179359585, True)",0.584156508801381,0.7177319642458218
86,0.30678090040957784,0.6873073456145176,0.0025524969746679653,0.8083499116296119,0.23198899871491782,0.9268837248802233,0.3166050237090118,0.6029844075194091,0.09050891052562085,0.019968586084777407,"(0.8617542146291185, True)",0.4864428519192158,"(0.41718208247483735, True)",0.5250425077337396,0.46364303723188005
87,0.639784589706833,0.16429125954657997,0.0019468703959928287,0.11823423833388949,0.7381307624861896,0.30405215572309485,0.3671545270466448,0.7556168965363519,0.29378808871687145,0.04913333411172132,"(0.8684581591570897, True)",0.7396548915508248,"(0.9678864205273927, True)",0.6492503206469611,0.6822792515291204
88,0.3523710844905159,0.10818473755446022,0.16426603342521584,0.8591103202329162,0.13677064463913197,0.3171882798491821,0.1900980054114378,0.31739797912400913,0.07943295651044116,0.23132604106861798,"(0.7437352376556075, True)",0.8263736644109638,"(0.25852268975441217, True)",0.37104579805393983,0.3458030630961346
89,0.5551906495069299,0.42193064968411326,0.051612858055648324,0.9743919670714364,0.28894499497101617,0.44626281343698193,0.7081105713924931,0.5716220559918139,0.4708235123376414,0.49508244641744714,"(0.6737460935001659, True)",0.06867593953976711,"(0.6356374673978382, True)",0.47997567512576794,0.6239673878911371
90,0.8072308199182044,0.5171633908085959,0.0037547909920102045,0.9599174650307603,0.6166997573304441,0.6796444772140986,0.658777728268392,0.35746955215717713,0.5675403364098943,0.7661136099480961,"(0.34739913749795165, True)",0.9553784942493658,"(0.833277359748072, True)",0.28489618806752026,0.42153049882129656
91,0.22246487489566924,0.13298677433722755,0.12614284865221842,0.9904445170767523,0.5691288967072528,0.012237531326041867,0.7283789328869249,0.6575414357249234,0.1152418786957807,0.295576180038086,"(0.9509563290199586, True)",0.8494745229383573,"(0.420794427311119, True)",0.41920795227050967,0.338284747312258
92,0.1725675656695843,0.13351057781380427,0.1998907511451048,0.71426894148626,0.6704671425944287,0.5266112562290872,0.6977840352925521,0.20241618750802193,0.414488401988802,0.2031820778441173,"(0.12598744601701325, True)",0.9273081024015065,"(0.24227639330767697, True)",0.49975128627855386,0.6284542582928143
93,0.781012358752898,0.8353138430461158,0.009877814920180047,0.5976091796401557,0.9392678181125549,0.2788784424960479,0.30938305900149987,0.019503199107844878,0.13240655287188366,0.08769331884391265,"(0.8269171710632441, True)",0.9731461694399655,"(0.6782874764258888, True)",0.5158042180862237,0.5033382020705176
94,0.48893732899043385,0.8018102108787265,0.469999902867416,0.7786843709952957,0.5147159530510009,0.5146975233379074,0.6729979826256915,0.41416147349136134,0.9456155204645617,0.6569557028503392,"(0.23872258202557023, True)",0.15104876272847084,"(0.5718317799680104, True)",0.6919433832881324,0.3477115663054886
95,0.29741167894736364,0.9954560391662203,0.8895178021523895,0.7515479161442207,0.23042367903466393,0.7620203579539875,0.7143073332698869,0.2846514218558983,0.4204894368770946,0.43712603568061525,"(0.8942068231622079, True)",0.6662337298364595,"(0.44292250811769174, True)",0.7548435464379294,0.6860986248098297
96,0.4065387836561368,0.09867260139042226,0.5965894038340107,0.8010148219566633,0.3705328746410023,0.3833285226481784,0.2511043575185533,0.35269544460184155,0.6738615888982836,0.6731993506329952,"(0.5945292747500714, True)",0.4228814753189336,"(0.7533226780432366, True)",0.667349041350095,0.2755667632970561
97,0.6440813204486135,0.984474396437241,0.11314507800041508,0.4171384938582869,0.9844632153716151,0.040718177745496964,0.5207742301254037,0.4788345797658379,0.062266387022790234,0.6582908218718824,"(0.52743872395247, True)",0.14922839970622545,"(0.6642987832988498, True)",0.24119078284806425,0.1952023558665163
98,0.8886599903881871,0.6551408175703648,0.1431885852649204,0.06698721378726233,0.6373042377411575,0.029640522465406875,0.7357729528363203,0.3230689388679216,0.2988455233322743,0.526864526565606,"(0.4233897336133291, True)",0.30073459608557845,"(0.9939822305219563, True)",0.43818078506470787,0.4373088514519022
99,0.7039454151516744,0.9869828230058633,0.2660760000774377,0.7730362145677124,0.31744915674196533,0.40367645494678517,0.36996928268978024,0.8123517337949622,0.2601095804173923,0.7922578896452709,"(0.14566622869711407, True)",0.6332471295294866,"(0.47914247447002256, True)",0.5805230531090351,0.6265738375311352
100,0.7672300813961974,0.42877128190569874,0.011274046744117085,0.35664822422792514,0.7919624497853747,0.14708433287841588,0.42529868552903266,0.8053791787246093,0.7695051719333641,0.11018065899512228,"(0.01289323711457529, True)",0.13687701393580634,"(0.9171211911777095, True)",0.6010639798326949,0.4709711724083395
